CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
W. Anthony Will,CF,Materials,Q1,2018,5/3/2018 9:00,0.127,0.108,0.125,4165,1607,1470,176,89,99,6,5,1.2,0.090909091,0.822597579,0.628170422,0.551440019,0.67349385,0.484889176,0.989723722,0.501021434,0.503878857,0.041974487,0.622044208
W. Anthony Will,CF,Materials,Q2,2018,8/2/2018 14:56,0.12,0.127,0.121,4078,1635,2413,169,104,118,1,6,0.166666667,-0.714285714,0.829471436,0.627110797,0.558986504,0.667144588,0.501991148,0.994319673,0.491958486,0.57096727,0.02951764,0.730469148
John P. Wiehoff,CHRW,Industrials,Q2,2017,7/20/2017 14:33,0.131,0,0.152,2805,0,2998,101,0,157,9,8,1.125,0.058823529,0.809688407,0.653880662,0.555182398,0.667591761,0.52179134,0.972047028,0.710141796,0.537281981,0.030280834,0.832846702
Warner Baxter,AEE,Utilities,Q1,2017,5/4/2017 10:00,0.187,0.158,0.145,1505,1929,1954,81,119,105,1,2,0.5,-0.333333333,0.823757821,0.707180733,0.596895475,0.743458066,0.540129459,0.990674784,0.955111531,0.848110952,0.512638458,0.901610473
Warner Baxter,AEE,Utilities,Q2,2017,8/4/2017 13:11,0.162,0.059,0.118,1410,1022,1792,56,47,89,0,4,0,-1,0.813844768,0.681120944,0.559712829,0.722364034,0.527077192,0.979421863,0.872406857,0.577348154,0.308917383,0.855255542
Warner Baxter,AEE,Utilities,Q3,2017,11/3/2017 17:23,0.141,0.155,0.139,921,1235,2681,39,58,89,0,1,0,-1,0.815165275,0.715994944,0.603466032,0.753870964,0.526449368,0.981388632,0.970322596,0.880124468,0.615473897,0.852705174
Warner Baxter,AEE,Utilities,Q4,2017,2/16/2018 16:32,0.17,0.15,0.161,886,1463,2053,65,94,105,1,0,inf,1,0.806934558,0.692634826,0.639324454,0.783414188,0.540333641,0.966038177,0.916928659,0.976102406,0.850075071,0.902237168
Warner Baxter,AEE,Utilities,Q1,2018,5/9/2018 10:00,0.128,0.066,0.115,1300,1231,2246,61,62,116,1,0,inf,1,0.820589014,0.682542553,0.556063409,0.713121897,0.527772616,0.987876511,0.878661614,0.5451162,0.232267034,0.858045608
Warner Baxter,AEE,Utilities,Q2,2018,8/3/2018 16:15,0.142,0.176,0.152,1084,1395,2548,50,66,126,1,0,inf,1,0.820596844,0.677667086,0.567141476,0.716497063,0.516953454,0.987884237,0.856288128,0.641169882,0.258977405,0.810476774
Andrés Gluski,AES,Utilities,Q1,2017,5/8/2017 9:00,0.113,0.171,0.138,1765,1396,1174,90,82,55,2,2,1,0,0.81151457,0.658729981,0.525228724,0.686346264,0.485283495,0.975521534,0.744657196,0.281745596,0.08002181,0.624700271
Andrés Gluski,AES,Utilities,Q2,2017,8/8/2017 14:22,0.129,0.166,0.142,2135,2115,1697,100,116,85,6,5,1.2,0.090909091,0.793538944,0.660868939,0.523517115,0.693339064,0.497790951,0.920129082,0.759168601,0.268940554,0.109531109,0.705306168
Andrés Gluski,AES,Utilities,Q3,2017,11/2/2017 13:31,0.137,0.146,0.128,3009,1192,1516,154,82,98,2,7,0.285714286,-0.555555556,0.806636054,0.644845279,0.540841569,0.699360355,0.495869253,0.965327345,0.640605037,0.409906748,0.140614208,0.693443142
Andrés Gluski,AES,Utilities,Q4,2017,2/27/2018 14:59,0.143,0.117,0.107,2985,957,1149,135,47,58,4,6,0.666666667,-0.2,0.802484534,0.638505075,0.543336631,0.685445662,0.495456211,0.954114709,0.588675733,0.431769348,0.076706545,0.690866069
Andrés Weilert,AES,Utilities,Q1,2018,5/1/2018 9:00,0.15,0.083,0.171,3077,1629,1248,170,76,68,7,7,1,0,0.812383401,0.643616862,0.549044927,0.676041747,0.5060248,0.97704282,0.630711633,0.482472035,0.048043399,0.753576281
Andrés Gluski,AES,Utilities,Q2,2018,8/7/2018 16:06,0.132,0.147,0.132,2846,1758,1462,116,91,66,4,6,0.666666667,-0.2,0.803256928,0.67263135,0.568347297,0.708473383,0.529834976,0.956396975,0.830418877,0.651217543,0.198126653,0.866104687
Susan Story,AWK,Utilities,Q2,2017,8/3/2017 15:16,0.122,0.14,0.114,1250,638,361,52,38,12,0,4,0,-1,0.803931489,0.692954444,0.578221953,0.748229516,0.518311456,0.958314408,0.917971821,0.729035158,0.56029135,0.816934606
Susan Story,AWK,Utilities,Q3,2017,11/2/2017 14:55,0.145,0.234,0.163,1657,1106,1064,71,76,53,0,3,0,-1,0.815786776,0.705321932,0.567111128,0.735207134,0.53623585,0.982257456,0.951212158,0.640915705,0.430201342,0.889091802
Susan Story,AWK,Utilities,Q4,2017,2/21/2018 14:48,0.116,0.12,0.128,2255,1309,1949,71,42,57,6,2,3,0.5,0.809037219,0.680254262,0.597429302,0.721537938,0.537825476,0.970712637,0.868485462,0.850906242,0.301635894,0.894334043
Susan Story,AWK,Utilities,Q2,2018,8/2/2018 14:42,0.145,0.168,0.051,2005,266,412,80,14,21,4,2,2,0.333333333,0.807262499,0.693694834,0.59251913,0.714631909,0.552601343,0.966805247,0.920350343,0.823890213,0.24402365,0.9347364
Owen Thomas,BXP,Real Estate,Q1,2017,4/26/2017 17:06,0.119,0.145,0.133,2098,1854,3338,71,90,86,7,4,1.75,0.272727273,0.817823723,0.636689569,0.582224177,0.706723025,0.511568316,0.984866538,0.573469626,0.757907079,0.186099802,0.783516781
Owen Thomas,BXP,Real Estate,Q2,2017,8/2/2017 18:13,0.09,0.187,0.103,2441,2475,3790,108,160,184,2,2,1,0,0.821738882,0.632877793,0.555987795,0.704746579,0.49587179,0.988966389,0.541212334,0.544444463,0.173076617,0.693458941
Owen Thomas,BXP,Real Estate,Q3,2017,11/5/2017 15:45,0.11,0.115,0.098,1587,1609,3970,86,86,185,4,1,4,0.6,0.808573904,0.615691234,0.563444431,0.692504253,0.499568947,0.969731362,0.395505188,0.609777059,0.105645263,0.716089695
Owen Thomas,BXP,Real Estate,Q4,2017,1/31/2018 18:15,0.13,0.164,0.1,2355,1890,2484,96,109,90,10,0,inf,1,0.805200237,0.663341157,0.549856952,0.702366493,0.514550854,0.961735546,0.775366045,0.489727161,0.158184721,0.798713258
Owen Thomas,BXP,Real Estate,Q1,2018,4/25/2018 16:46,0.109,0.115,0.122,985,2689,4923,50,135,185,1,0,inf,1,0.800706542,0.665005914,0.58673208,0.750285669,0.545834775,0.948495871,0.78591563,0.788320326,0.580600184,0.918037506
Owen Thomas,BXP,Real Estate,Q2,2018,8/1/2018 17:34,0.103,0.122,0.113,2635,2447,3697,131,116,172,6,6,1,0,0.816910524,0.645624941,0.573484092,0.701510297,0.526104108,0.983740683,0.646836195,0.692772186,0.153039643,0.851289884
Scott Prochazka,CNP,Utilities,Q1,2017,5/5/2017 23:00,0.181,0.203,0.144,1039,1350,402,64,82,24,1,1,1,0,0.826804812,0.685235108,0.56934016,0.726837871,0.526031444,0.992815067,0.889910423,0.659412183,0.349605808,0.850990868
Scott Prochazka,CNP,Utilities,Q2,2017,8/4/2017 22:55,0.113,0.127,0.102,1370,2760,1074,78,144,55,1,2,0.5,-0.333333333,0.815138477,0.655712032,0.584762588,0.701112975,0.54596378,0.981350369,0.723430961,0.775316589,0.150690153,0.918383454
Scott Prochazka,CNP,Utilities,Q3,2017,11/3/2017 15:01,0.149,0.115,0.144,966,1708,879,57,122,55,2,0,inf,1,0.793575563,0.670354164,0.555551243,0.742494426,0.510514664,0.92029925,0.817796076,0.5405638,0.502970292,0.777993552
Scott Prochazka,CNP,Utilities,Q4,2017,2/23/2018 1:28,0.085,0.083,0.11,1414,851,1945,55,24,73,2,1,2,0.333333333,0.814346269,0.662721846,0.576410103,0.673628323,0.546241289,0.980188609,0.771367457,0.715421871,0.04227848,0.919123904
Scott Prochazka,CNP,Utilities,Q1,2018,5/4/2018 11:00,0.151,0.121,0.085,1323,1552,642,69,86,34,2,1,2,0.333333333,0.819727794,0.649876242,0.605018551,0.71868758,0.531511316,0.987000217,0.680087151,0.88693741,0.277126159,0.872419317
Scott Prochazka,CNP,Utilities,Q2,2018,8/3/2018 15:12,0.123,0.062,0.128,1633,778,374,86,28,27,4,4,1,0,0.821839413,0.633209365,0.588218809,0.676976131,0.516808357,0.989057493,0.544032226,0.797838056,0.050437698,0.809778588
Pat Kampling,LNT,Utilities,Q2,2017,8/4/2017 19:20,0.126,0.127,0.104,879,668,371,48,52,21,2,3,0.666666667,-0.2,0.802322036,0.662715764,0.529612937,0.727427325,0.50444125,0.95362255,0.771327994,0.315821751,0.355111135,0.744633191
Ian Cook,CL,Consumer Staples,Q4,2016,1/27/2017 15:20,0.142,0.17,0,3753,2584,0,154,115,0,7,7,1,0,0.822578835,0.666274934,0.578420516,0.686470646,0.525888321,0.989707687,0.793760109,0.73050706,0.080488065,0.850400733
Ian M. Cook,CL,Consumer Staples,Q1,2017,4/28/2017 16:35,0.151,0.161,0,4905,2598,0,225,122,0,9,8,1.125,0.058823529,0.81220993,0.667692576,0.575978578,0.689708321,0.543959479,0.97674561,0.802318664,0.712132107,0.093358337,0.912883103
Ian Cook,CL,Consumer Staples,Q2,2017,7/21/2017 16:51,0.144,0.155,0,5030,2730,0,150,92,0,6,4,1.5,0.2,0.821399656,0.671585832,0.559054536,0.688490235,0.527535718,0.988654088,0.824694677,0.571565758,0.088348566,0.857099286
Ian M. Cook,CL,Consumer Staples,Q3,2017,10/27/2017 16:09,0.139,0.163,0,5159,2600,0,214,113,0,9,5,1.8,0.285714286,0.809017078,0.675849838,0.570951361,0.697682425,0.536813781,0.970670535,0.847277738,0.672550159,0.13140565,0.891018841
Ian Cook,CL,Consumer Staples,Q4,2017,1/26/2018 16:52,0.131,0.118,0,5255,2905,0,234,134,0,14,1,14,0.866666667,0.820911493,0.656610241,0.581931273,0.683456525,0.527603572,0.988191203,0.729837752,0.755852187,0.06975551,0.857370774
Ian Cook,CL,Consumer Staples,Q1,2018,4/27/2018 18:52,0.143,0.179,0,5264,2503,0,218,112,0,5,10,0.5,-0.333333333,0.823929749,0.664556858,0.565731757,0.676969349,0.527319205,0.990808955,0.783098716,0.629298599,0.050419983,0.85623067
Ian Cook,CL,Consumer Staples,Q2,2018,7/27/2018 16:13,0.15,0.19,0,5293,1894,0,196,84,0,15,8,1.875,0.304347826,0.822504595,0.667502367,0.560359465,0.682065004,0.530702798,0.989643964,0.801182971,0.583011975,0.065188463,0.869400023
Lynn J. Good,DUK,Utilities,Q4,2016,2/16/2017 14:55,0.239,0.158,0.127,2922,2270,1333,223,142,87,1,6,0.166666667,-0.714285714,0.799415863,0.6732142,0.671340581,0.756382432,0.556149991,0.944084301,0.833557313,0.996498021,0.639375197,0.942369126
Lynn J. Good,DUK,Utilities,Q1,2017,5/9/2017 10:00,0.241,0.146,0.143,2569,2463,1160,174,168,68,3,0,inf,1,0.806441347,0.671016247,0.659016497,0.737065523,0.537653271,0.964857134,0.821525252,0.992249926,0.448633318,0.893774958
Lynn J. Good,DUK,Utilities,Q2,2017,8/3/2017 15:31,0.271,0.183,0.149,1872,1352,382,130,85,28,4,1,4,0.6,0.799212332,0.684428335,0.654076254,0.765311805,0.522047596,0.943362189,0.886621373,0.9895495,0.719515145,0.83398212
Lynn J. Good,DUK,Utilities,Q3,2017,11/3/2017 12:51,0.21,0.17,0.188,3473,2574,792,221,145,58,8,1,8,0.777777778,0.813095316,0.680730465,0.655531525,0.752424031,0.526118318,0.978229255,0.87065027,0.990419408,0.601494839,0.851348313
Lynn Good,DUK,Utilities,Q4,2017,2/20/2018 16:58,0.166,0.173,0.157,3052,1557,669,150,95,43,7,4,1.75,0.272727273,0.819325056,0.687296917,0.607428026,0.72711124,0.545922312,0.986571978,0.898003618,0.896956079,0.352155144,0.91827237
Lynn J. Good,DUK,Utilities,Q1,2018,5/10/2018 10:00,0.225,0.166,0.199,2362,2542,1117,159,146,77,1,1,1,0,0.799830111,0.671162924,0.653611895,0.754506815,0.532218853,0.945531576,0.82234486,0.989257802,0.621570961,0.875021406
Lynn J. Good,DUK,Utilities,Q2,2018,8/2/2018 14:33,0.224,0.206,0.144,1799,1333,494,122,87,35,4,1,4,0.6,0.800862449,0.685985553,0.661309334,0.749822537,0.540739952,0.949009488,0.892907864,0.993279375,0.576042473,0.903475543
Pedro J. Pizarro,EIX,Utilities,Q1,2017,5/1/2017 16:30,0.105,0.191,0.097,1651,2645,2164,85,177,95,0,1,0,-1,0.791950674,0.66195693,0.596803048,0.731424049,0.527045232,0.912481132,0.766374058,0.847623463,0.393186819,0.855126436
Pedro J. Pizarro,EIX,Utilities,Q2,2017,7/28/2017 0:07,0.119,0.125,0.081,2437,2114,2021,105,128,96,0,2,0,-1,0.823504963,0.669545805,0.56454346,0.709881214,0.518697126,0.990474343,0.813177491,0.619194864,0.208132372,0.818743294
Pedro J. Pizarro,EIX,Utilities,Q3,2017,10/30/2017 21:31,0.099,0.1,0.071,2216,1380,1746,103,88,80,3,1,3,0.5,0.82063679,0.675703883,0.569702592,0.733351382,0.520829734,0.987923587,0.846538138,0.662385136,0.411946063,0.8285415
Pedro J. Pizarro,EIX,Utilities,Q4,2017,2/22/2018 23:33,0.125,0.147,0.131,2530,1796,1445,114,115,88,1,1,1,0,0.834601526,0.658639651,0.56558099,0.718725094,0.527755027,0.99644969,0.744034459,0.62802144,0.27744231,0.857975492
Pedro J. Pizarro,EIX,Utilities,Q1,2018,5/1/2018 16:30,0.118,0.152,0.11,3741,2202,1909,171,121,83,1,6,0.166666667,-0.714285714,0.843511369,0.659994583,0.56249135,0.728933006,0.522297569,0.998516609,0.753291471,0.60155719,0.369309327,0.835084889
Pedro J. Pizarro,EIX,Utilities,Q2,2018,7/26/2018 20:35,0.102,0.126,0.056,2245,1678,1588,89,102,66,2,0,inf,1,0.843885382,0.66636231,0.574953534,0.707156492,0.523294579,0.998572221,0.794293882,0.704246442,0.189035209,0.839435932
Fabrizio Freda,EL,Consumer Staples,Q3,2017,5/3/2017 9:30,0.206,0.157,0.139,3341,1427,1340,155,88,52,12,1,12,0.846153846,0.823816042,0.64630892,0.570038053,0.662560689,0.513729289,0.99072041,0.652270485,0.665127845,0.022576009,0.794592397
Fabrizio Freda,EL,Consumer Staples,Q4,2017,8/18/2017 17:07,0.211,0.183,0.143,2959,2150,2576,151,129,118,10,4,2.5,0.428571429,0.819714449,0.643199455,0.569381512,0.650866025,0.508000042,0.986986219,0.627329736,0.659751893,0.010797778,0.764491891
Fabrizio Freda,EL,Consumer Staples,Q1,2018,11/1/2017 15:27,0.228,0.211,0.151,3020,1513,1301,143,89,50,14,0,inf,1,0.817962635,0.623836547,0.570279468,0.650817712,0.491003674,0.985031789,0.464000652,0.667096217,0.010763195,0.662509396
Fabrizio Freda,EL,Consumer Staples,Q2,2018,2/2/2018 17:31,0.191,0.199,0.168,2462,1514,1258,98,54,45,7,0,inf,1,0.820900286,0.647784281,0.583601094,0.650310556,0.519167263,0.988180386,0.663885191,0.76744008,0.010405948,0.820932914
Fabrizio Freda,EL,Consumer Staples,Q3,2018,5/2/2018 9:30,0.194,0.2,0.116,4260,2062,1414,205,107,61,12,1,12,0.846153846,0.817342158,0.642091345,0.573127766,0.66348684,0.492947651,0.984281472,0.618304557,0.689960515,0.023855205,0.675015923
Fabrizio Freda,EL,Consumer Staples,Q4,2018,8/20/2018 16:00,0.179,0.173,0.214,3103,1466,1682,89,53,52,13,3,4.333333333,0.625,0.80762596,0.66452551,0.564170193,0.671250626,0.523602377,0.967638666,0.782901276,0.61600386,0.037159394,0.840763899
James J. Judge,ES,Utilities,Q4,2016,2/22/2017 18:59,0.11,0.156,0.163,881,2478,3177,62,144,171,0,2,0,-1,0.818105028,0.648842758,0.537026029,0.715483855,0.499871146,0.985199568,0.67212342,0.377030213,0.250795732,0.717903586
Muhtar Kent,KO,Consumer Staples,Q4,2016,2/9/2017 13:04,0.106,0.173,0.102,1604,2106,2450,70,102,117,3,0,inf,1,0.815948624,0.608662888,0.573827726,0.653473317,0.505601158,0.982477949,0.338818577,0.695473013,0.012813352,0.751200331
James Quincey,KO,Consumer Staples,Q1,2017,4/26/2017 2:25,0.123,0.163,0.191,4355,2057,464,218,117,26,4,4,1,0,0.817510034,0.642865358,0.548062871,0.649904389,0.519504496,0.984487596,0.624615724,0.473705713,0.010127337,0.822493248
James Quincey,KO,Consumer Staples,Q2,2017,7/26/2017 14:17,0.168,0.201,0.116,4060,1785,408,226,106,26,7,3,2.333333333,0.4,0.818480774,0.645151691,0.546836579,0.667281902,0.506297724,0.98563456,0.643058496,0.462777555,0.029750277,0.755100484
James Quincey,KO,Consumer Staples,Q3,2017,10/25/2017 14:34,0.168,0.154,0.154,4892,1963,367,264,98,26,10,5,2,0.333333333,0.8167181,0.631594219,0.555730999,0.6487001,0.511207175,0.983494508,0.530277743,0.542162204,0.00933916,0.781632696
James Quincey,KO,Consumer Staples,Q4,2017,2/16/2018 14:00,0.165,0.192,0.135,4006,1950,864,230,107,50,13,6,2.166666667,0.368421053,0.815600956,0.641652637,0.556536223,0.65772533,0.514874353,0.982001392,0.614713274,0.549313579,0.016798906,0.80032219
James Quincey,KO,Consumer Staples,Q1,2018,4/24/2018 15:12,0.142,0.154,0.111,5059,6788,555,260,357,37,9,9,1,0,0.829100033,0.628674381,0.545653294,0.641967479,0.50012111,0.99412846,0.505331887,0.452259138,0.005847032,0.719399713
James Quincey,KO,Consumer Staples,Q2,2018,7/25/2018 12:51,0.18,0.151,0.118,4861,2078,1166,283,117,75,18,5,3.6,0.565217391,0.812446343,0.644756034,0.565171,0.641178915,0.518117793,0.977149866,0.639889349,0.624541277,0.005525531,0.816022152
Pierre Nanterme,ACN,Information Technology,Q4,2014,9/24/2014 15:17,0.188,0.169,0.116,2086,1365,3062,70,56,100,2,0,inf,1,0.811645669,0.68834036,0.608864281,0.707848885,0.51538297,0.975756364,0.90193044,0.902612518,0.193782828,0.802836107
Pierre Nanterme,ACN,Information Technology,Q1,2015,12/18/2014 15:47,0.194,0.081,0.129,1901,1346,3178,71,63,134,4,0,inf,1,0.812603519,0.675013521,0.607371768,0.717012631,0.490002884,0.977415338,0.843007774,0.89672976,0.263193005,0.655999037
Pierre Nanterme,ACN,Information Technology,Q2,2015,3/26/2015 13:10,0.166,0.149,0.131,2147,1074,3071,66,43,118,4,0,inf,1,0.818640923,0.669789836,0.591008888,0.702212614,0.500124477,0.985816588,0.814579344,0.814993398,0.157251758,0.719419841
Pierre Nanterme,ACN,Information Technology,Q3,2015,6/25/2015 13:13,0.174,0.172,0.177,2637,1485,2482,121,101,115,0,1,0,-1,0.815363161,0.654394355,0.61865306,0.706930921,0.500569437,0.981669115,0.713899449,0.935233453,0.187504117,0.722073461
Pierre Nanterme,ACN,Information Technology,Q4,2015,9/24/2015 11:25,0.142,0.236,0.167,1969,1504,3225,91,100,126,1,0,inf,1,0.810791629,0.668206575,0.604623738,0.711399082,0.515656198,0.974192015,0.80536797,0.885231629,0.219247363,0.804178638
Pierre Nanterme,ACN,Information Technology,Q1,2016,12/17/2015 13:04,0.178,0.119,0.138,1951,1842,3581,89,67,166,4,2,2,0.333333333,0.814820553,0.665117467,0.622364292,0.701102702,0.512029938,0.980891298,0.786612082,0.945102269,0.150629725,0.785911328
Pierre Nanterme,ACN,Information Technology,Q2,2016,3/24/2016 14:31,0.101,0.123,0.13,2333,1326,2959,98,55,119,1,3,0.333333333,-0.5,0.825249002,0.664315645,0.601856799,0.666593174,0.51952895,0.991783445,0.781576794,0.872762427,0.028598589,0.822606059
Pierre Nanterme,ACN,Information Technology,Q3,2016,6/23/2016 14:38,0.184,0.15,0.169,3358,1309,2442,151,89,86,15,7,2.142857143,0.363636364,0.811283413,0.659564762,0.583546049,0.69270911,0.506439429,0.975102822,0.750374451,0.767063028,0.106589467,0.755889859
Al Walker,APC,Energy,Q2,2014,7/30/2014 14:07,0.161,0.157,0.16,3172,2372,5624,115,75,203,5,2,2.5,0.428571429,0.820231519,0.669501953,0.562384071,0.725399894,0.508002844,0.987519177,0.812924888,0.600629064,0.33630951,0.76450718
Al Walker,APC,Energy,Q3,2014,10/29/2014 17:10,0.12,0.186,0.163,4611,1960,4571,163,107,177,9,5,1.8,0.285714286,0.808285732,0.673775886,0.540119292,0.707927926,0.520838303,0.969107395,0.836546071,0.403626696,0.194329381,0.828580175
R. A. Walker,APC,Energy,Q4,2014,2/3/2015 15:28,0.127,0.155,0.138,4683,2734,3311,161,118,138,9,12,0.75,-0.142857143,0.800992823,0.671216847,0.532841296,0.713956281,0.529161065,0.949435852,0.822645576,0.341978871,0.238724054,0.863506579
Robert A. Walker,APC,Energy,Q1,2015,5/5/2015 9:00,0.148,0.174,0.194,3935,2800,4257,158,173,174,10,0,inf,1,0.7992153,0.654593435,0.555813881,0.728727757,0.50165723,0.943372772,0.715349472,0.542898964,0.367362841,0.728508722
Robert A. Walker,APC,Energy,Q2,2015,7/29/2015 16:55,0.145,0.202,0.164,4991,4016,6007,168,234,232,7,4,1.75,0.272727273,0.81427584,0.667900963,0.571320155,0.740039985,0.524905314,0.980082415,0.803558391,0.675528275,0.478350316,0.846305421
Robert Al Walker,APC,Energy,Q3,2015,10/28/2015 14:55,0.158,0.175,0.156,4532,2946,4593,169,208,195,9,8,1.125,0.058823529,0.802720049,0.686583052,0.591801483,0.755638863,0.540813393,0.95482056,0.895251974,0.819696862,0.632350522,0.903698146
R. A. Walker,APC,Energy,Q4,2015,2/2/2016 16:47,0.133,0.194,0.143,4345,2952,4400,164,199,200,7,7,1,0,0.798375043,0.644229427,0.54077809,0.727720289,0.495765431,0.940313998,0.635656396,0.409353861,0.357858705,0.692796267
R. A. Walker,APC,Energy,Q1,2016,5/3/2016 9:00,0.16,0.186,0.128,4016,3799,5668,144,242,221,4,1,4,0.6,0.810718502,0.686443717,0.593217648,0.765597737,0.547662474,0.974054227,0.894708686,0.827911995,0.721933236,0.922836624
R. A. Walker,APC,Energy,Q2,2016,7/27/2016 16:23,0.098,0.187,0.127,3994,3310,3659,170,231,174,3,5,0.6,-0.25,0.807626359,0.669566505,0.559788288,0.751685465,0.52663899,0.96763957,0.813296654,0.578009939,0.594307659,0.85347862
James R. Craigie,CHD,Consumer Staples,Q2,2014,8/1/2014 15:20,0.175,0.122,0.126,4929,2879,1372,276,142,66,13,9,1.444444444,0.181818182,0.792733608,0.651563731,0.540641221,0.694280706,0.506825723,0.916316832,0.692912527,0.408162374,0.114036198,0.758034751
Jim Craigie,CHD,Consumer Staples,Q3,2014,11/3/2014 12:58,0.169,0.194,0.127,2001,2722,2257,104,179,113,3,6,0.5,-0.333333333,0.79542599,0.679616359,0.554253799,0.742237337,0.510186631,0.928545778,0.865546574,0.529008969,0.500390398,0.776257718
Jim Craigie,CHD,Consumer Staples,Q4,2014,2/4/2015 3:25,0.167,0,0.138,4099,0,3897,141,0,133,7,8,0.875,-0.066666667,0.795409137,0.647257962,0.550798675,0.710537776,0.514201081,0.928473746,0.659758987,0.4981452,0.212898867,0.796964933
James R. Craigie,CHD,Consumer Staples,Q1,2015,5/7/2015 10:00,0.206,0.246,0.133,5376,2575,1521,294,184,80,5,3,1.666666667,0.25,0.804981599,0.666452243,0.593205863,0.739660869,0.51036238,0.961162887,0.794842418,0.82784463,0.474552487,0.777188675
James R. Craigie,CHD,Consumer Staples,Q2,2015,8/4/2015 16:17,0.179,0.208,0.101,3630,3261,2321,177,240,132,4,3,1.333333333,0.142857143,0.816091383,0.682835681,0.592690143,0.74245099,0.528485073,0.982670488,0.879924035,0.824880295,0.502534415,0.860866015
James R. Craigie,CHD,Consumer Staples,Q3,2015,11/2/2015 15:51,0.203,0.217,0.142,2644,2420,1568,131,170,86,8,3,2.666666667,0.454545455,0.804939033,0.671994955,0.623646476,0.76307109,0.534639295,0.961050591,0.826949055,0.94822128,0.700221633,0.883641769
Matthew T. Farrell,CHD,Consumer Staples,Q4,2015,2/2/2016 23:15,0.142,0.165,0.19,3640,1309,3025,232,68,144,9,3,3,0.5,0.814710553,0.684691357,0.64758596,0.776562507,0.553832289,0.980730241,0.887701272,0.984780202,0.806317505,0.937468248
Matthew T. Farrell,CHD,Consumer Staples,Q1,2016,5/5/2016 10:00,0.143,0.194,0.107,2983,2904,1406,126,195,65,6,2,3,0.5,0.820840002,0.700671522,0.632764031,0.759360263,0.567921643,0.988122056,0.940266567,0.966536801,0.667018306,0.962771824
