CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile
Matthew T. Farrell,CHD,Consumer Staples,Q4,2016,2/7/2017 23:07,0.135,0.151,0.182,2767,1808,2971,177,88,135,2,2,1,0,0.794187277,0.634648308,0.621646532,0.768709188,0.541590583,0.9231015,0.556242392,0.943292503,0.747569446,0.906030747
Matthew T. Farrell,CHD,Consumer Staples,Q1,2017,5/4/2017 10:00,0.144,0.185,0.166,3481,2820,1158,203,185,67,2,7,0.285714286,-0.555555556,0.795765973,0.659623564,0.584616565,0.729198328,0.53962103,0.929987046,0.750774594,0.77433475,0.371830468,0.900037176
Matthew T. Farrell,CHD,Consumer Staples,Q2,2017,8/3/2017 16:45,0.152,0.159,0.127,2777,3427,1688,159,205,93,3,4,0.75,-0.142857143,0.800694311,0.660250731,0.59707611,0.743881803,0.541280351,0.948455403,0.755021131,0.849060687,0.516887785,0.905104691
Matthew T. Farrell,CHD,Consumer Staples,Q3,2017,11/2/2017 15:16,0.143,0.19,0.102,2665,2488,1271,132,166,66,9,4,2.25,0.384615385,0.811337068,0.644869516,0.59177988,0.703418308,0.535591444,0.975200543,0.640799315,0.819569667,0.16465894,0.886914469
Matthew T. Farrell,CHD,Consumer Staples,Q4,2017,2/5/2018 19:30,0.135,0.159,0.179,1898,7477,2944,134,422,150,7,4,1.75,0.272727273,0.806202737,0.642732818,0.639390385,0.789090388,0.548436268,0.96427378,0.623537327,0.976185429,0.880907697,0.924802878
Matthew Thomas Farrell,CHD,Consumer Staples,Q1,2018,5/3/2018 10:00,0.171,0.207,0.162,2829,3083,1356,178,202,76,4,3,1.333333333,0.142857143,0.806466316,0.653008806,0.610750131,0.762921949,0.553095947,0.964917725,0.703711732,0.909689194,0.698916402,0.935845004
Matthew Thomas Farrell,CHD,Consumer Staples,Q2,2018,8/2/2018 15:25,0.127,0.202,0.112,3029,3345,2763,158,208,133,10,6,1.666666667,0.25,0.803650362,0.645506351,0.588483523,0.71253992,0.537820616,0.957523775,0.645890899,0.79950544,0.227821456,0.894318296
Dan O. Dinges,COG,Energy,Q4,2016,2/24/2017 13:57,0.157,0.14,0.085,1805,1171,532,85,75,29,4,1,4,0.6,0.790257828,0.651998988,0.587884983,0.693053131,0.537112849,0.903741701,0.696183499,0.795723561,0.108188767,0.892006542
Dan O. Dinges,COG,Energy,Q1,2017,4/28/2017 15:11,0.147,0.162,0.098,3012,1826,1185,153,110,51,13,0,inf,1,0.795919501,0.660667131,0.581766947,0.705677686,0.531687398,0.93063051,0.757818911,0.754695241,0.179137879,0.873070385
Dan O. Dinges,COG,Energy,Q2,2017,7/28/2017 17:05,0.171,0.184,0.11,4450,2678,1809,205,149,78,6,4,1.5,0.2,0.792595314,0.660237031,0.564323201,0.692285457,0.52778772,0.915648656,0.754928784,0.617312875,0.104643511,0.858105801
Dan O. Dinges,COG,Energy,Q3,2017,10/27/2017 15:24,0.151,0.198,0.08,3732,2380,1224,169,141,51,4,0,inf,1,0.795460444,0.660707403,0.571071713,0.68409547,0.541253002,0.928692865,0.758088581,0.673523257,0.07193336,0.905022731
Dan Dinges,COG,Energy,Q4,2017,2/23/2018 15:35,0.13,0.198,0.123,3974,1884,1470,128,93,46,4,6,0.666666667,-0.2,0.812336171,0.675200702,0.544125899,0.692071444,0.523921432,0.976962219,0.843970218,0.438732293,0.103670327,0.842132824
Dan Dinges,COG,Energy,Q1,2018,4/27/2018 14:29,0.154,0.103,0.105,2063,1438,1078,100,78,49,1,3,0.333333333,-0.5,0.80980394,0.677919667,0.563990947,0.705168431,0.525140583,0.972278403,0.857511493,0.614468706,0.175806399,0.847292269
Dan Dinges,COG,Energy,Q2,2018,7/27/2018 16:03,0.139,0.105,0.098,3189,2554,1279,129,113,65,0,3,0,-1,0.810143529,0.661831117,0.552656853,0.678936512,0.511665049,0.972949266,0.765546994,0.514754246,0.055769649,0.784019839
Joseph Belanoff,CORT,Health Care,Q4,2016,1/30/2017 20:29,0.123,0.177,0,1800,640,0,47,25,0,4,0,inf,1,0.828271677,0.637210728,0.501373747,0.718829642,0.45421883,0.993681289,0.577846919,0.133016179,0.278324306,0.407795673
Joseph Belanoff,CORT,Health Care,Q1,2017,5/1/2017 17:00,0.137,0.112,0.125,1518,483,487,57,29,21,4,1,4,0.6,0.826960348,0.630988547,0.489986295,0.695598358,0.452655283,0.992911633,0.525109649,0.085744464,0.12055949,0.397063461
Joseph Belanoff,CORT,Health Care,Q2,2017,8/1/2017 23:34,0.151,0.149,0.103,1959,843,769,90,26,36,3,3,1,0,0.822502686,0.656172746,0.492467539,0.737093324,0.454842812,0.989642321,0.726726457,0.094788523,0.448910007,0.412098575
Joseph Belanoff,CORT,Health Care,Q4,2017,2/22/2018 23:37,0.137,0.143,0.12,2448,1133,1422,102,46,56,7,3,2.333333333,0.4,0.830769292,0.638509075,0.498403015,0.726160155,0.447964003,0.994945175,0.588709098,0.119235083,0.343315062,0.365357046
Joseph K. Belanoff,CORT,Health Care,Q1,2018,5/8/2018 17:00,0.102,0.16,0.081,2412,1080,743,86,53,30,7,4,1.75,0.272727273,0.837004677,0.617754741,0.462068839,0.690734369,0.434391959,0.997174373,0.412641083,0.023127634,0.097738626,0.279295545
Joseph Belanoff,CORT,Health Care,Q2,2018,8/9/2018 23:17,0.119,0.101,0.127,1686,911,1551,84,63,77,1,1,1,0,0.832229278,0.611704558,0.495201534,0.70383735,0.423990556,0.995574877,0.362991175,0.105546908,0.167285422,0.220813114
Ken Xie,FTNT,Information Technology,Q4,2016,2/2/2017 21:22,0.184,0.085,0.127,1361,1341,3347,61,65,165,2,0,inf,1,0.82528413,0.642389992,0.56525606,0.665914121,0.544537749,0.991808102,0.620743504,0.625264149,0.027499628,0.914497705
Ken Xie,FTNT,Information Technology,Q1,2017,4/27/2017 22:44,0.24,0.17,0.16,1682,1974,3764,76,154,201,6,0,inf,1,0.807618992,0.630442561,0.532925928,0.647276486,0.550470367,0.967622851,0.520447203,0.342675604,0.008477095,0.929789354
Ken Xie,FTNT,Information Technology,Q2,2017,7/26/2017 20:42,0.195,0.152,0.169,2507,1800,2750,107,108,160,10,3,3.333333333,0.538461538,0.811343627,0.634235421,0.550766109,0.668557773,0.547511554,0.975212467,0.552743774,0.497854052,0.03198544,0.922448615
Ken Xie,FTNT,Information Technology,Q3,2017,10/26/2017 21:59,0.146,0.171,0.102,1498,3792,4329,88,262,223,4,4,1,0,0.800002644,0.640046344,0.530538998,0.68592762,0.527473107,0.94612555,0.601482117,0.323238391,0.078467479,0.856848466
Ken Xie,FTNT,Information Technology,Q4,2017,2/7/2018 1:48,0.217,0.186,0.117,2631,2089,2230,120,152,123,13,4,3.25,0.529411765,0.799050801,0.626158794,0.546457358,0.641855311,0.553812092,0.942783877,0.483819428,0.459403409,0.005800311,0.937424155
Ken Xie,FTNT,Information Technology,Q1,2018,5/3/2018 16:30,0.192,0.2,0.123,3324,2893,2449,174,216,147,7,4,1.75,0.272727273,0.80711902,0.636241952,0.535965127,0.675188998,0.536777014,0.966471415,0.56970275,0.368034192,0.045938494,0.890896965
Ken Xie,FTNT,Information Technology,Q2,2018,8/1/2018 23:09,0.155,0.17,0.144,2539,2853,2874,105,198,155,9,1,9,0.8,0.795227812,0.629241493,0.53096193,0.65031278,0.542939142,0.927695215,0.510181728,0.32664932,0.010407492,0.909978832
Takeshi Idezawa,LN,Information Technology,Q3,2017,10/30/2017 14:32,0.102,0.106,0.13,1784,352,682,77,20,44,2,0,inf,1,0.816368672,0.667629357,0.540244084,0.66175561,0.53737903,0.983039309,0.801941635,0.404710007,0.021511495,0.892880193
William Raymond Wagner,LOGM,Information Technology,Q4,2016,2/28/2017 22:11,0.153,0.178,0.122,1882,995,294,86,67,11,2,0,inf,1,0.808986045,0.67202991,0.571456667,0.712791743,0.505276215,0.970605567,0.827140804,0.676627817,0.229739166,0.749369688
William Raymond Wagner,LOGM,Information Technology,Q1,2017,5/4/2017 17:00,0.185,0.198,0.139,2009,944,397,101,67,21,6,2,3,0.5,0.815647386,0.671223032,0.570791082,0.715044067,0.529169729,0.982065668,0.822680049,0.671252419,0.247287505,0.863540198
William Wagner,LOGM,Information Technology,Q2,2017,7/27/2017 22:02,0.161,0.154,0.151,2222,1195,431,110,84,18,6,4,1.5,0.2,0.815264426,0.679742842,0.567195877,0.720801895,0.518633756,0.981529621,0.866132852,0.641625361,0.295213982,0.818446876
Bill Wagner,LOGM,Information Technology,Q3,2017,10/26/2017 23:25,0.189,0.251,0.167,2099,1271,744,91,73,29,1,0,inf,1,0.801992194,0.68985402,0.553753131,0.737246694,0.536738129,0.952610518,0.907428244,0.524543024,0.450436831,0.890767964
Bill Wagner,LOGM,Information Technology,Q4,2017,2/15/2018 20:15,0.202,0.196,0.134,1915,1219,555,96,81,27,7,0,inf,1,0.803456237,0.692974394,0.586128687,0.724028745,0.540014981,0.956970775,0.918036607,0.784383918,0.32381875,0.90125782
William Raymond Wagner,LOGM,Information Technology,Q1,2018,4/26/2018 23:23,0.196,0.179,0.102,1912,1391,1225,107,96,82,8,1,8,0.777777778,0.821309423,0.667813472,0.603195974,0.730630504,0.527026817,0.988569735,0.803038468,0.878910417,0.385531889,0.855052015
William Raymond Wagner,LOGM,Information Technology,Q2,2018,7/27/2018 1:13,0.152,0.184,0.073,3047,2044,756,143,128,41,5,4,1.25,0.111111111,0.817172928,0.671285624,0.548949045,0.722924681,0.513475408,0.984071313,0.823028664,0.481615698,0.313902491,0.7933089
Chris Sinclair,MAT,Consumer Discretionary,Q4,2016,1/25/2017 22:39,0.175,0.176,0.202,2458,1975,1741,97,76,57,3,2,1.5,0.2,0.825737589,0.607272881,0.541302278,0.706615644,0.472142452,0.992120614,0.327982141,0.413924732,0.185377015,0.533763969
Margaret Georgiadis,MAT,Consumer Discretionary,Q1,2017,4/21/2017 0:19,0.144,0.167,0.122,1956,1995,2298,89,140,132,3,0,inf,1,0.806713297,0.689710349,0.569503567,0.723766658,0.503646951,0.965512446,0.90691642,0.660753815,0.3214531,0.740084331
Mary Margaret Hastings Georgiadis,MAT,Consumer Discretionary,Q2,2017,7/27/2017 21:03,0.136,0.197,0.125,853,1372,1904,30,90,83,1,0,inf,1,0.812750419,0.692161218,0.609855262,0.737548187,0.512517676,0.977661101,0.915364601,0.906380305,0.45344036,0.788424515
Mary Margaret Hastings Georgiadis,MAT,Consumer Discretionary,Q3,2017,10/26/2017 23:21,0.161,0.162,0.155,4573,2974,2971,181,215,151,5,1,5,0.666666667,0.825282977,0.648460963,0.586699192,0.711419114,0.498018785,0.991807294,0.669161255,0.78810686,0.219396302,0.706698481
Barry Pennypacker,MTW,Industrials,Q4,2016,2/2/2017 13:46,0.094,0.067,0.112,2363,1445,747,86,56,35,4,2,2,0.333333333,0.820077656,0.687042596,0.572028012,0.710283968,0.541430814,0.987362597,0.897029416,0.681212944,0.211048767,0.905554666
Barry L. Pennypacker,MTW,Industrials,Q1,2017,5/9/2017 10:00,0.12,0.156,0.101,1958,1568,1005,90,112,54,5,1,5,0.666666667,0.808354592,0.658152517,0.559206185,0.70082431,0.516900096,0.969257454,0.740662575,0.572899238,0.14899833,0.810220203
Barry Pennypacker,MTW,Industrials,Q2,2017,8/8/2017 15:24,0.122,0.086,0.103,1687,1469,1719,66,76,65,3,1,3,0.5,0.80817447,0.672799418,0.548587789,0.704411574,0.517641567,0.968863654,0.831327736,0.47839008,0.170928166,0.813766357
Barry L. Pennypacker,MTW,Industrials,Q3,2017,11/7/2017 13:54,0.126,0.198,0.098,3914,2446,929,154,154,41,6,4,1.5,0.2,0.805846185,0.647946788,0.557840855,0.709213816,0.511738892,0.963387312,0.665155252,0.560865396,0.203352364,0.784403399
Barry Pennypacker,MTW,Industrials,Q4,2017,2/9/2018 15:27,0.119,0.137,0.138,3208,2223,1071,127,114,56,11,4,2.75,0.466666667,0.816441158,0.665843169,0.546378826,0.71993887,0.512273592,0.98313461,0.791110458,0.458705021,0.287765365,0.787168981
Barry L. Pennypacker,MTW,Industrials,Q1,2018,5/8/2018 10:00,0.121,0.128,0.076,1964,1764,1026,92,113,54,7,0,inf,1,0.807389384,0.646483687,0.546801437,0.705678698,0.508946261,0.967098181,0.653654078,0.462464765,0.179144535,0.769624844
Barry L. Pennypacker,MTW,Industrials,Q2,2018,8/7/2018 17:01,0.135,0.165,0.088,3935,2669,1149,171,175,56,6,3,2,0.333333333,0.805122446,0.655195611,0.556846583,0.697333939,0.522937258,0.96153259,0.719713991,0.552065815,0.129546581,0.837885248
Bill Lovette,PPC,Consumer Staples,Q4,2016,2/9/2017 14:28,0.143,0.115,0.152,2509,1987,1110,98,77,46,9,3,3,0.5,0.805923666,0.684235047,0.577117045,0.700167735,0.53677391,0.963581462,0.885823076,0.720772167,0.145197657,0.890886672
Bill Lovette,PPC,Consumer Staples,Q1,2017,5/4/2017 9:00,0.143,0.135,0.079,2744,1821,1013,149,103,46,7,5,1.4,0.166666667,0.811214872,0.679535746,0.568892803,0.704408724,0.52319306,0.97497752,0.865171997,0.655728927,0.170909957,0.838996352
Bill Lovette,PPC,Consumer Staples,Q2,2017,8/3/2017 12:33,0.158,0.089,0.209,1716,1049,466,63,42,29,6,1,6,0.714285714,0.800160802,0.682986126,0.590144305,0.708619354,0.537768571,0.94666552,0.880568349,0.809776669,0.199150395,0.894149533
William Lovette,PPC,Consumer Staples,Q3,2017,11/8/2017 15:01,0.145,0.137,0.13,2633,2114,1272,112,100,59,5,7,0.714285714,-0.166666667,0.808394093,0.65989112,0.529802762,0.67684238,0.503513331,0.969343262,0.752590988,0.317336114,0.050089249,0.739315019
Bill Lovette,PPC,Consumer Staples,Q4,2017,2/15/2018 13:37,0.157,0.14,0.116,1817,1537,1260,59,79,39,7,7,1,0,0.812733298,0.671367926,0.535516788,0.679854956,0.525299748,0.977632573,0.823486392,0.364253778,0.058416124,0.847957506
Bill Lovette,PPC,Consumer Staples,Q1,2018,5/11/2018 9:00,0.178,0.139,0.111,2301,1826,1017,73,60,34,8,4,2,0.333333333,0.805297716,0.685984208,0.560388848,0.719960405,0.531588838,0.961988636,0.892902544,0.583268942,0.287950149,0.872706243
William W. Lovette,PPC,Consumer Staples,Q2,2018,8/2/2018 16:53,0.109,0.131,0.149,2256,2182,964,93,105,39,13,4,3.25,0.529411765,0.815936161,0.672764695,0.553456495,0.698603543,0.550202123,0.982461053,0.83114022,0.521895548,0.136407917,0.929146714
Paul Reitz,TWI,Industrials,Q4,2016,3/15/2017 15:43,0.12,0.083,0.099,3609,862,1675,131,49,65,6,3,2,0.333333333,0.813165559,0.662640272,0.55504547,0.690754646,0.492448179,0.978343458,0.770837812,0.536062998,0.09782668,0.67182065
Paul Reitz,TWI,Industrials,Q1,2017,5/4/2017 21:00,0.138,0.105,0.109,3385,1274,2726,143,58,133,8,9,0.888888889,-0.058823529,0.812167935,0.639772382,0.539547668,0.672154523,0.50289292,0.976673175,0.59921332,0.398674012,0.039042348,0.735727739
Paul Reitz,TWI,Industrials,Q2,2017,8/3/2017 14:39,0.167,0.137,0.171,2917,1098,941,111,62,44,8,2,4,0.6,0.808464444,0.688609162,0.565801805,0.693881814,0.523440842,0.969495594,0.902923844,0.629891507,0.112111921,0.84006787
Paul Reitz,TWI,Industrials,Q3,2017,11/5/2017 1:09,0.151,0.136,0.15,4265,1492,659,170,80,31,21,11,1.909090909,0.3125,0.820676628,0.645606476,0.55884201,0.698926998,0.506852731,0.98796272,0.646689073,0.569695599,0.138195001,0.758184327
Paul G. Reitz,TWI,Industrials,Q4,2017,2/23/2018 15:38,0.119,0.128,0.094,4132,1488,692,192,108,41,13,6,2.166666667,0.368421053,0.811319105,0.666611785,0.554883231,0.682731875,0.530393195,0.975167863,0.795813383,0.53461825,0.067347354,0.868230878
Paul Reitz,TWI,Industrials,Q1,2018,5/4/2018 21:00,0.119,0.111,0.083,3640,1149,944,130,50,38,5,8,0.625,-0.230769231,0.812263035,0.643455313,0.563016305,0.696987125,0.49596399,0.976836938,0.629403922,0.6060905,0.127714604,0.694032894
Paul Reitz,TWI,Industrials,Q2,2018,8/6/2018 3:06,0.111,0.126,0.113,3777,1860,1088,201,113,54,12,2,6,0.714285714,0.819867269,0.65969364,0.552420768,0.680985471,0.515908918,0.987145745,0.751251015,0.512644858,0.061807955,0.805415447
Thomas E. Jorden,XEC,Energy,Q4,2016,2/16/2017 19:41,0.159,0.16,0.16,2886,2276,3646,139,142,162,2,5,0.4,-0.428571429,0.803616751,0.678778079,0.552631746,0.738294508,0.503649381,0.957428442,0.861616427,0.51452994,0.460886462,0.740098311
Thomas E. Jorden,XEC,Energy,Q1,2017,5/10/2017 11:00,0.213,0.202,0.157,2057,1754,3555,115,119,178,3,2,1.5,0.2,0.799019908,0.662371443,0.573227698,0.718580826,0.511758713,0.942672745,0.769087491,0.690750184,0.276227463,0.784506291
Tom Jorden,XEC,Energy,Q2,2017,8/9/2017 17:45,0.16,0.111,0.134,1954,1113,3415,104,47,130,0,3,0,-1,0.817473347,0.652812323,0.551393494,0.715666955,0.483126304,0.984442749,0.702253662,0.503462929,0.252264067,0.61010081
Thomas E. Jorden,XEC,Energy,Q3,2017,11/8/2017 15:53,0.137,0.139,0.123,2141,1905,4114,131,138,232,0,2,0,-1,0.805486199,0.657629314,0.565894119,0.730218917,0.498347675,0.962474131,0.737015619,0.630672399,0.381578793,0.708702957
Thomas E. Jorden,XEC,Energy,Q4,2017,2/16/2018 11:10,0.161,0.173,0.154,2841,1948,4373,126,98,153,2,1,2,0.333333333,0.803216666,0.691695313,0.560308098,0.752346038,0.518400856,0.956280316,0.913804535,0.582562674,0.60073745,0.817354867
Thomas E. Jorden,XEC,Energy,Q1,2018,5/9/2018 11:00,0.155,0.143,0.159,2517,2614,4964,114,155,189,0,4,0,-1,0.798134183,0.658570963,0.585202723,0.728515392,0.496001248,0.939413733,0.743560401,0.778261306,0.365352462,0.694264688
Thomas E. Jorden,XEC,Energy,Q2,2018,8/8/2018 17:19,0.171,0.137,0.147,2424,1982,2894,117,117,138,1,0,inf,1,0.803017313,0.669247987,0.578689438,0.740382988,0.490498049,0.955698978,0.811457794,0.732494116,0.481788095,0.659226124
Pierre Nanterme,ACN,Information Technology,Q2,2017,3/23/2017 13:17,0.165,0.239,0.175,2927,841,2506,105,43,100,6,1,6,0.714285714,0.815991121,0.67648125,0.588764125,0.70858923,0.505090171,0.982535455,0.850450007,0.801263855,0.198938867,0.74831836
Pierre Nanterme,ACN,Information Technology,Q3,2017,6/22/2017 13:51,0.197,0.145,0.126,3742,1158,2004,132,46,82,11,3,3.666666667,0.571428571,0.826856803,0.668888176,0.584769146,0.698537457,0.498834074,0.992847474,0.80936715,0.775360629,0.136044751,0.711655631
Pierre Nanterme,ACN,Information Technology,Q4,2017,9/28/2017 15:01,0.166,0.142,0.144,3290,1332,2211,137,97,90,4,0,inf,1,0.819284924,0.674044098,0.593656834,0.698362352,0.51789429,0.986528645,0.83796087,0.830410388,0.135085678,0.814965584
Pierre Nanterme,ACN,Information Technology,Q1,2018,12/21/2017 12:31,0.217,0.183,0.144,2420,1447,2578,110,83,129,1,0,inf,1,0.821301035,0.672350893,0.626112698,0.695286296,0.523646473,0.988561866,0.828895275,0.953823462,0.118991316,0.840953558
Pierre Nanterme,ACN,Information Technology,Q2,2018,3/22/2018 16:32,0.173,0.106,0.12,2462,1060,2237,105,47,88,3,2,1.5,0.2,0.806827227,0.644195593,0.606473298,0.678885749,0.503469695,0.965783981,0.635383858,0.893066285,0.055626182,0.739063537
Pierre Nanterme,ACN,Information Technology,Q3,2018,6/28/2018 14:30,0.208,0.234,0.184,3029,1432,2316,142,95,125,3,0,inf,1,0.821326488,0.652451799,0.595169365,0.672478987,0.516744672,0.98858573,0.699569784,0.838835599,0.039736918,0.809471644
Pierre Nanterme,ACN,Information Technology,Q4,2018,9/27/2018 13:00,0.162,0.115,0.15,3027,948,1317,117,32,42,4,4,1,0,0.811301019,0.664683445,0.57272442,0.680221887,0.504056229,0.975134923,0.783894957,0.686764377,0.059500605,0.74243343
Terry Considine,AIV,Real Estate,Q1,2017,4/28/2017 19:30,0.096,0.099,0.109,1455,1495,2362,46,62,97,1,1,1,0,0.79224414,0.618428415,0.586022909,0.678112091,0.48848247,0.913933952,0.418273414,0.783689496,0.053475516,0.646019852
Terry Considine,AIV,Real Estate,Q2,2017,7/29/2017 10:25,0.064,0.145,0.087,1133,3242,2882,35,172,130,0,2,0,-1,0.775773535,0.603838915,0.617648804,0.707374204,0.490140063,0.802198013,0.301839347,0.932339052,0.190520245,0.656894209
Terry Considine,AIV,Real Estate,Q3,2017,10/27/2017 16:42,0.097,0.137,0.084,868,2063,1662,33,109,78,1,1,1,0,0.794388441,0.62837435,0.600646038,0.691928432,0.497483673,0.924006471,0.502765711,0.867019923,0.103023679,0.703423551
Terry Considine,AIV,Real Estate,Q4,2017,2/2/2018 23:01,0.147,0.109,0.1,1817,1733,1406,90,66,66,4,2,2,0.333333333,0.814646686,0.672232168,0.576744583,0.742530011,0.524981168,0.980636201,0.828247666,0.717959386,0.503327383,0.846624055
Terry Considine,AIV,Real Estate,Q1,2018,5/8/2018 17:11,0.169,0.134,0.125,550,1298,1440,23,79,64,1,0,inf,1,0.809771798,0.679978336,0.55935669,0.772503313,0.523312887,0.972214194,0.867219731,0.574221839,0.777059353,0.839515122
Terry Considine,AIV,Real Estate,Q2,2018,8/3/2018 20:25,0.171,0.098,0.11,1686,1453,2460,96,77,111,2,2,1,0,0.818663974,0.664720408,0.568740552,0.740436709,0.514717111,0.985842623,0.784127135,0.65447199,0.482326643,0.799541107
"James D. Taiclet, Jr.",AMT,Real Estate,Q1,2017,4/27/2017 13:05,0.108,0.183,0.116,2562,2391,2123,98,147,89,2,2,1,0,0.798505793,0.645712294,0.553727761,0.655764411,0.512194148,0.940798295,0.647531928,0.524316632,0.01484538,0.78675939
"James D. Taiclet, Jr.",AMT,Real Estate,Q2,2017,7/27/2017 15:29,0.126,0.157,0.117,3409,1731,1749,139,101,88,11,2,5.5,0.692307692,0.798277346,0.643396758,0.581156552,0.656088544,0.522880012,0.939950109,0.628929557,0.750372032,0.015154138,0.837635912
"James D. Taiclet, Jr.",AMT,Real Estate,Q3,2017,10/31/2017 13:25,0.116,0.175,0.152,3652,1565,809,152,103,48,5,3,1.666666667,0.25,0.808592319,0.627577548,0.555778175,0.655294445,0.513463209,0.969770877,0.495950365,0.542581584,0.014407322,0.79324711
"James D. Taiclet, Jr.",AMT,Real Estate,Q4,2017,2/27/2018 14:21,0.12,0.174,0.094,3699,1738,1420,152,115,65,6,2,3,0.5,0.805950901,0.648639319,0.592467457,0.672300495,0.527628489,0.963649505,0.67054637,0.823590359,0.039353594,0.857470377
"James D. Taiclet, Jr.",AMT,Real Estate,Q1,2018,5/1/2018 8:30,0.111,0.15,0.089,3007,2216,1510,128,132,78,5,3,1.666666667,0.25,0.804232061,0.632165039,0.579771019,0.664325671,0.526764514,0.959146498,0.535143792,0.740410545,0.02506585,0.853989112
"James D. Taiclet, Jr.",AMT,Real Estate,Q2,2018,7/31/2018 12:46,0.117,0.17,0.114,3393,1568,624,153,100,35,3,1,3,0.5,0.80407753,0.646510401,0.563340269,0.662218758,0.522421856,0.9587204,0.653865388,0.608881022,0.022118585,0.835631415
Joel Marcus,ARE,Real Estate,Q1,2017,5/2/2017 15:00,0.167,0.103,0.137,2504,1825,2449,108,87,112,6,3,2,0.333333333,0.803835266,0.647879488,0.574571015,0.725454636,0.511851572,0.958045146,0.664629501,0.701278501,0.336812075,0.784987932
Joel Marcus,ARE,Real Estate,Q2,2017,8/1/2017 19:56,0.188,0.133,0.144,2859,1492,1753,148,100,78,1,3,0.333333333,-0.5,0.797666291,0.642233767,0.599218263,0.762655877,0.502832216,0.937634567,0.619468261,0.86002198,0.696581494,0.735375398
Joel Marcus,ARE,Real Estate,Q3,2017,10/31/2017 21:20,0.175,0.149,0.148,2199,1418,1673,120,92,71,3,5,0.6,-0.25,0.815283826,0.623248063,0.589062497,0.736216685,0.515395604,0.981557101,0.458990555,0.803123386,0.440198094,0.802898307
Joel S. Marcus,ARE,Real Estate,Q4,2017,1/30/2018 21:42,0.125,0.103,0.129,1692,1809,2138,73,80,93,4,1,4,0.6,0.811351824,0.64157002,0.563500737,0.718891161,0.524314991,0.975227361,0.614035852,0.610261178,0.278843938,0.843810733
Peter Moglia,ARE,Real Estate,Q1,2018,5/1/2018 15:00,0.13,0.179,0.137,507,1219,3525,23,88,164,3,1,3,0.5,0.823182577,0.67140374,0.563669701,0.732595538,0.5028223,0.990213332,0.823685341,0.611712902,0.404562665,0.73531782
Stephen Richardson,ARE,Real Estate,Q2,2018,7/31/2018 20:21,0.063,0.174,0.146,282,1498,2737,16,92,142,0,1,0,-1,0.841801525,0.65176792,0.55288173,0.674187963,0.497076392,0.998236339,0.694448945,0.516763116,0.043562804,0.700919786
Timothy J. Naughton,AVB,Real Estate,Q1,2017,4/27/2017 18:49,0.118,0.158,0.106,1699,2675,4704,72,166,194,1,2,0.5,-0.333333333,0.824299326,0.591171088,0.552847508,0.686733201,0.490408026,0.991091662,0.214553313,0.516457432,0.081479016,0.658640284
Timothy J. Naughton,AVB,Real Estate,Q2,2017,8/4/2017 2:37,0.117,0.175,0.111,1457,2741,6040,60,161,260,0,1,0,-1,0.821938497,0.612254127,0.524145632,0.705089582,0.476032734,0.989146643,0.367420932,0.273608553,0.175294109,0.561095081
Timothy J. Naughton,AVB,Real Estate,Q3,2017,10/31/2017 18:19,0.136,0.117,0.095,5630,3636,5133,206,207,210,14,6,2.333333333,0.4,0.828750956,0.607951781,0.54487247,0.698854528,0.472200916,0.993943558,0.333257445,0.445336102,0.137793222,0.534176221
Timothy Naughton,AVB,Real Estate,Q4,2017,2/1/2018 23:42,0.125,0.165,0.134,1604,2945,6514,55,157,229,1,3,0.333333333,-0.5,0.815460723,0.631352033,0.559470782,0.675798295,0.516779402,0.981806067,0.528211773,0.575223898,0.047434743,0.80963907
Timothy J. Naughton,AVB,Real Estate,Q1,2018,4/26/2018 19:13,0.154,0.128,0.115,2891,2373,3995,136,163,179,2,9,0.222222222,-0.636363636,0.813802737,0.58226553,0.556621203,0.683974382,0.472595984,0.979356475,0.163133604,0.55006741,0.071516676,0.536960986
Timothy J. Naughton,AVB,Real Estate,Q2,2018,7/31/2018 16:51,0.107,0.16,0.12,2268,2904,6401,96,178,273,4,4,1,0,0.825708656,0.608330623,0.554163062,0.699478948,0.480520177,0.992100992,0.336215672,0.528199855,0.14128123,0.592255454
W. Anthony Will,CF,Materials,Q2,2017,8/3/2017 16:39,0.104,0.166,0.119,3775,2948,4102,137,177,177,2,14,0.142857143,-0.75,0.845303366,0.619624118,0.556077122,0.669573771,0.501387924,0.998766203,0.428310915,0.545238004,0.033862967,0.726922476
W. Anthony Will,CF,Materials,Q3,2017,11/2/2017 13:27,0.082,0.169,0.119,2133,1382,3131,92,96,154,1,1,1,0,0.817039502,0.629246289,0.566775032,0.681572587,0.50268679,0.983903924,0.510222738,0.638096601,0.063629098,0.734530335
Anthony Will,CF,Materials,Q4,2017,2/15/2018 14:48,0.125,0.05,0.096,3150,867,1126,82,22,35,5,12,0.416666667,-0.411764706,0.82318528,0.648303289,0.571165408,0.665676491,0.5163569,0.990215546,0.667934826,0.674280002,0.027123467,0.807596152
